directorId,userId,rating,timestamp,label,birthDate,directorJobTitle1,directorJobTitle2,directorJobTitle3,directorRatingCount,directorAvgRating,directorRatingStddev,userRatedDirector1,userRatedDirector2,userRatedDirector3,userRatedDirector4,userRatedDirector5,userRatingCount,userAvgBirthDate,userBirthDateStddev,userAvgRating,userRatingStddev,userJobTitle1,userJobTitle2,userJobTitle3,userJobTitle4,userJobTitle5
10,28617,1.0,860145974,0,,,,,2122,2.79,1.09,616,443,686,278,342,57,,,3.49,0.78,Director,Producer,Writer,Actor,Additional Crew
10,29022,3.0,853894755,0,,,,,2122,2.79,1.09,609,205,97,213,652,100,,,3.81,0.90,Director,Writer,Producer,Actor,Animation Department
10,3052,1.0,868992841,0,,,,,2122,2.79,1.09,678,,,,,45,,,1.16,0.67,Writer,Director,Producer,,
10,3858,3.5,1267668121,1,,,,,2122,2.79,1.09,208,67,358,663,306,100,,,2.38,1.23,Director,Producer,Writer,Actor,Cinematographer
10,3903,4.0,1032063937,1,,,,,2122,2.79,1.09,598,264,181,526,470,23,,,4.00,0.90,Producer,Director,Writer,Actor,Cinematographer
10,4988,3.0,938599202,0,,,,,2122,2.79,1.09,473,426,33,4,238,22,,,3.64,0.95,Director,Writer,Producer,Actor,Editor
10,5324,3.5,1343659574,1,,,,,2122,2.79,1.09,638,40,,,,3,,,3.67,1.44,Producer,Writer,Director,,
10,5416,5.0,995926491,1,,,,,2122,2.79,1.09,695,625,,,,4,,,3.50,1.91,Writer,Producer,Director,Actor,
10,5576,4.0,984057827,1,,,,,2122,2.79,1.09,286,616,462,404,54,100,,,3.23,0.99,Director,Writer,Producer,Actor,Animation Department
10,5676,4.0,1251782735,1,,,,,2122,2.79,1.09,598,616,278,496,523,13,,,3.77,0.63,Producer,Director,Writer,Cinematographer,Camera and Electrical Department
10,5843,3.0,1113855756,0,,,,,2122,2.79,1.09,684,498,675,286,102,100,,,3.65,0.64,Director,Producer,Writer,Actor,Additional Crew
10,6064,4.0,912542358,1,,,,,2122,2.79,1.09,220,186,429,349,205,15,,,3.13,1.19,Writer,Director,Producer,Actor,
10,6712,1.0,1029782225,0,,,,,2122,2.79,1.09,252,150,4,598,616,19,,,3.00,1.20,Director,Producer,Writer,Actor,Cinematographer
10,6743,3.0,1117761607,0,,,,,2122,2.79,1.09,91,538,75,453,495,93,,,3.24,0.87,Director,Producer,Writer,Actor,Animation Department
10,6881,3.5,1336979358,1,,,,,2122,2.79,1.09,73,438,159,210,103,99,,,2.75,0.93,Director,Producer,Writer,Actor,Cinematographer
10,7281,1.0,952474967,0,,,,,2122,2.79,1.09,45,525,97,413,463,27,,,2.74,1.29,Director,Writer,Actor,Producer,Additional Crew
10,7446,1.0,1081077261,0,,,,,2122,2.79,1.09,518,184,286,695,223,26,,,3.46,0.95,Producer,Director,Writer,Actor,Second Unit Director or Assistant Director
10,775,3.0,1113814510,0,,,,,2122,2.79,1.09,223,8,297,296,113,100,,,2.80,1.17,Director,Producer,Writer,Actor,Second Unit Director or Assistant Director
10,9528,2.0,1129306449,0,,,,,2122,2.79,1.09,177,278,255,140,150,11,,,3.64,0.84,Director,Producer,Writer,Actor,Additional Crew
100,11794,4.5,1257530340,1,1956-07-17,Director,Producer,Writer,523,3.90,1.00,223,273,612,303,533,100,,,3.44,0.77,Director,Writer,Producer,Actor,Additional Crew
100,16488,5.0,1027062553,1,1956-07-17,Director,Producer,Writer,523,3.90,1.00,289,439,336,297,461,37,,,3.97,1.04,Director,Producer,Writer,Actor,Cinematographer
100,3385,4.5,1279798790,1,1956-07-17,Director,Producer,Writer,523,3.90,1.00,92,344,,,,6,,,2.75,1.04,Producer,Writer,Actor,Director,
100,6921,3.5,1064179066,1,1956-07-17,Director,Producer,Writer,523,3.90,1.00,453,158,158,495,41,73,,,3.31,1.04,Director,Producer,Writer,Actor,Additional Crew
100,7334,3.0,837622762,0,1956-07-17,Director,Producer,Writer,523,3.90,1.00,443,128,541,197,93,100,,,3.46,0.82,Director,Writer,Producer,Actor,Animation Department
100,8765,4.0,1115640201,1,1956-07-17,Director,Producer,Writer,523,3.90,1.00,238,616,106,277,,5,,,3.50,1.46,Director,Producer,Additional Crew,Writer,Actor
102,10803,4.0,963100073,1,1944-08-21,Director,Writer,Producer,673,3.59,0.89,307,543,111,268,143,38,,,3.76,0.85,Director,Writer,Producer,Actor,Art Department
102,14534,4.0,834590832,1,1944-08-21,Director,Writer,Producer,673,3.59,0.89,303,410,487,490,452,100,,,3.28,1.22,Director,Producer,Writer,Actor,Animation Department
102,16364,3.0,836345262,0,1944-08-21,Director,Writer,Producer,673,3.59,0.89,598,252,12,510,455,74,,,3.99,0.73,Producer,Director,Writer,Actor,Additional Crew
102,17100,3.5,1083833341,1,1944-08-21,Director,Writer,Producer,673,3.59,0.89,158,438,73,244,376,22,,,3.14,0.88,Director,Writer,Producer,Actor,Editor
102,17359,1.0,968518087,0,1944-08-21,Director,Writer,Producer,673,3.59,0.89,650,255,74,92,,7,,,3.14,1.77,Producer,Writer,Director,Actor,
102,18605,4.0,970353757,1,1944-08-21,Director,Writer,Producer,673,3.59,0.89,438,147,508,214,146,100,,,4.32,0.72,Director,Producer,Writer,Actor,Additional Crew
102,19377,4.0,945272562,1,1944-08-21,Director,Writer,Producer,673,3.59,0.89,139,9,453,67,496,100,,,2.81,0.91,Director,Producer,Writer,Actor,Cinematographer
102,21441,3.0,856384991,0,1944-08-21,Director,Writer,Producer,673,3.59,0.89,480,103,620,465,558,83,,,3.37,0.81,Writer,Director,Producer,Actor,Actress
102,25771,3.0,837611809,0,1944-08-21,Director,Writer,Producer,673,3.59,0.89,339,325,660,38,93,100,,,3.78,0.84,Director,Producer,Writer,Actor,Second Unit Director or Assistant Director
102,27146,3.0,848060793,0,1944-08-21,Director,Writer,Producer,673,3.59,0.89,652,695,461,344,,71,,,2.62,0.87,Writer,Actor,Producer,Director,
102,6371,3.5,1116183242,1,1944-08-21,Director,Writer,Producer,673,3.59,0.89,49,111,293,307,111,20,,,3.80,1.08,Director,Writer,Producer,Actor,Animation Department
102,9116,3.0,881038704,0,1944-08-21,Director,Writer,Producer,673,3.59,0.89,513,413,325,660,347,100,,,3.13,0.98,Director,Producer,Writer,Actor,Animation Department
102,986,4.0,836182345,1,1944-08-21,Director,Writer,Producer,673,3.59,0.89,73,439,286,71,432,100,,,3.67,1.16,Director,Producer,Writer,Actor,Second Unit Director or Assistant Director
103,10009,4.5,1117473801,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,480,45,638,40,624,48,,,3.04,1.16,Producer,Director,Writer,Actor,Cinematographer
103,10021,4.5,1331944643,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,336,413,294,291,453,28,,,3.82,1.32,Director,Writer,Producer,Actor,Animation Department
103,11278,3.5,1118071187,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,255,465,,,,4,,,3.12,0.48,Producer,Writer,Additional Crew,Director,Actor
103,12013,4.0,841559804,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,132,41,150,598,616,42,,,3.50,0.71,Producer,Writer,Director,Actor,Cinematographer
103,12162,5.0,1149089306,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,344,150,583,336,79,14,,,4.43,0.39,Producer,Writer,Director,Actor,Additional Crew
103,12539,3.0,956693970,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,616,496,523,255,344,33,,,3.52,0.94,Producer,Director,Writer,Actor,Additional Crew
103,12904,4.0,1379272744,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,624,555,612,268,496,17,,,4.06,0.68,Director,Writer,Producer,Actor,
103,13470,5.0,835902641,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,598,534,56,150,132,34,,,3.65,0.81,Producer,Writer,Director,Actor,Cinematographer
103,13639,4.5,1248723156,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,106,277,378,389,41,45,,,3.39,0.88,Director,Producer,Writer,Actor,Animation Department
103,13702,4.5,1396643154,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,181,278,150,6,139,13,,,4.04,0.56,Producer,Writer,Director,Editor,Actor
103,13846,4.5,1234181526,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,695,480,,,,2,,,4.00,0.00,Producer,Actor,Director,Writer,
103,13984,3.0,834152711,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,620,465,424,183,616,39,,,3.26,1.04,Producer,Writer,Director,Actor,Additional Crew
103,14056,5.0,940673870,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,376,479,614,205,,5,,,4.60,0.89,Producer,Director,Writer,Actor,
103,14530,3.0,1027948915,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,255,496,523,439,92,17,,,3.53,0.87,Director,Producer,Writer,Actor,Actress
103,14618,3.0,992155030,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,612,255,555,427,166,52,,,3.67,0.73,Director,Producer,Writer,Actor,Cinematographer
103,14662,5.0,1217624212,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,289,403,413,92,336,24,,,3.54,0.94,Director,Producer,Writer,Actor,Executive
103,14745,5.0,1127874316,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,378,389,303,648,573,22,,,3.73,0.40,Director,Writer,Producer,Animation Department,Music Department
103,15672,4.0,965063044,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,344,255,624,496,523,6,,,4.67,0.52,Producer,Writer,Director,Actor,
103,1587,3.5,1057729650,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,318,97,555,480,255,30,,,3.27,0.61,Director,Producer,Writer,Actor,Cinematographer
103,16122,4.5,1298957568,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,344,223,45,92,238,23,,,3.33,1.22,Director,Producer,Writer,Actor,
103,16345,3.0,840651902,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,453,167,139,496,523,33,,,3.33,1.19,Writer,Producer,Director,Actor,Cinematographer
103,16527,5.0,968864686,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,184,446,325,660,173,78,,,4.36,0.70,Director,Writer,Producer,Actor,Additional Crew
103,16734,4.5,1106842252,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,625,268,140,318,146,44,,,3.50,1.04,Writer,Director,Producer,Actor,Animation Department
103,16950,5.0,1376770673,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,624,650,,,,2,,,4.50,0.71,Writer,Producer,Director,,
103,170,5.0,940427449,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,616,255,79,530,289,17,,,3.59,1.28,Director,Producer,Writer,Actor,Executive
103,1700,4.0,1189955768,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,223,344,255,650,624,14,,,3.43,1.04,Director,Producer,Writer,Actor,
103,17032,4.5,1104516836,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,255,150,625,624,218,69,,,2.90,1.16,Director,Producer,Writer,Actor,Cinematographer
103,17101,4.0,1321587492,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,92,616,555,150,79,15,,,4.03,0.40,Director,Writer,Producer,Animation Department,Art Department
103,17245,3.0,1067201685,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,543,496,523,638,40,15,,,3.57,1.08,Producer,Director,Writer,Actor,
103,17311,4.5,1056469601,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,625,465,473,,,5,,,3.60,1.08,Writer,Director,Producer,Editor,Additional Crew
103,17537,4.5,1298674798,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,92,413,534,623,614,7,,,3.93,0.84,Producer,Director,Writer,Actor,
103,17595,4.0,947566723,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,90,597,438,244,36,50,,,3.80,0.97,Director,Producer,Writer,Actor,Additional Crew
103,17827,3.0,840898442,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,57,620,461,610,41,56,,,3.32,0.86,Producer,Director,Writer,Actor,Additional Crew
103,17924,5.0,1049872155,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,238,453,307,555,344,17,,,3.41,1.00,Producer,Director,Writer,Actor,Animation Department
103,1825,4.5,1223773423,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,150,378,389,79,238,41,,,3.84,0.92,Director,Writer,Producer,Actor,Additional Crew
103,18365,3.5,1153907830,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,612,158,303,111,268,35,,,3.27,0.93,Writer,Director,Producer,Actor,Cinematographer
103,18381,2.0,906034183,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,150,694,546,679,576,14,,,3.86,0.66,Writer,Director,Producer,Art Department,Animation Department
103,18481,2.5,1092343650,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,378,389,,,,19,,,2.16,1.09,Director,Animation Department,Producer,Writer,
103,18541,3.0,835734214,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,620,6,461,450,480,42,,,4.12,0.99,Director,Producer,Writer,Actor,Animation Department
103,18741,4.0,1065807062,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,,,,,,3,,,2.67,0.58,,,,,
103,18756,3.0,1148880653,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,404,33,598,307,378,23,,,3.76,0.64,Producer,Director,Writer,Actor,Animation Department
103,18911,3.0,848159653,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,181,79,140,74,41,47,,,3.70,1.06,Director,Producer,Writer,Actor,Art Department
103,19248,5.0,1328389905,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,289,124,440,297,465,30,,,3.65,1.43,Producer,Writer,Director,Actor,Additional Crew
103,19937,4.0,1136051165,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,378,389,206,638,40,39,,,3.82,0.39,Director,Writer,Producer,Actor,Animation Department
103,2024,4.0,1114370042,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,496,523,413,139,92,21,,,3.76,0.41,Writer,Director,Producer,Actor,Art Department
103,20257,4.0,855194693,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,567,15,690,276,45,100,,,3.24,0.94,Director,Producer,Writer,Actor,Additional Crew
103,20656,3.0,1113377952,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,695,140,638,40,624,45,,,2.82,1.17,Writer,Director,Producer,Actor,Animation Department
103,2095,4.5,1412909035,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,158,158,600,477,650,40,,,4.04,0.24,Director,Producer,Writer,Actor,Cinematographer
103,21145,4.0,965075827,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,184,226,461,446,453,28,,,3.86,0.71,Producer,Director,Writer,Actor,Animation Department
103,21601,5.0,941290812,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,261,140,173,668,616,100,,,3.85,0.93,Director,Producer,Writer,Actor,Additional Crew
103,21900,5.0,959281044,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,344,496,523,444,246,34,,,3.26,1.38,Producer,Director,Writer,Actor,Cinematographer
103,22086,5.0,966130518,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,413,650,344,496,523,47,,,3.70,1.10,Director,Producer,Writer,Actor,Cinematographer
103,22178,5.0,1368405708,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,150,183,413,695,181,66,,,2.52,0.87,Producer,Writer,Director,Animation Department,Actor
103,22753,5.0,992388343,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,97,238,555,92,611,15,,,4.07,1.16,Director,Producer,Writer,Actor,Cinematographer
103,23027,4.5,1361387772,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,658,496,523,598,4,8,,,3.19,1.58,Director,Writer,Producer,Actor,Cinematographer
103,23165,4.5,1206360651,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,624,150,650,451,58,7,,,4.29,0.57,Producer,Director,Writer,Camera and Electrical Department,
103,23176,4.0,1156698266,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,679,576,150,325,660,65,,,3.41,0.76,Director,Writer,Producer,Animation Department,Actor
103,23456,5.0,1017557694,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,4,238,223,625,625,15,,,3.00,1.41,Writer,Director,Producer,Actor,
103,23573,3.0,835696212,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,150,378,92,246,389,53,,,4.02,1.03,Director,Writer,Producer,Animation Department,Additional Crew
103,23639,5.0,1377374976,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,92,616,173,344,555,23,,,4.59,0.56,Director,Producer,Writer,Actor,Additional Crew
103,24267,3.0,903557874,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,111,255,344,496,523,30,,,3.90,0.92,Producer,Director,Writer,Actor,Cinematographer
103,24979,3.5,1320017583,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,480,344,624,496,523,12,,,3.71,1.45,Producer,Director,Writer,Actor,
103,25178,4.0,975120970,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,650,344,255,,,11,,,3.00,1.26,Producer,Director,Actor,Writer,
103,25208,5.0,1311122715,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,92,625,,,,7,,,2.71,1.58,Director,Writer,Producer,,
103,25325,4.5,1229224714,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,378,389,325,660,658,35,,,3.26,1.03,Director,Producer,Writer,Animation Department,Actor
103,2570,5.0,981649089,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,201,79,625,278,6,32,,,3.94,1.24,Director,Producer,Writer,Actor,Visual Effects
103,26392,5.0,963003335,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,336,286,4,461,150,36,,,3.50,1.18,Producer,Director,Writer,Actor,Actress
103,26426,1.0,836736288,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,57,465,691,58,330,58,,,2.52,1.44,Director,Producer,Writer,Actor,Additional Crew
103,26809,4.5,1142451381,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,4,344,616,92,687,48,,,3.05,1.08,Director,Writer,Producer,Actor,Additional Crew
103,27071,4.0,1051012701,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,496,523,403,92,336,16,,,3.44,0.81,Producer,Writer,Director,Actor,
103,27082,3.0,1296852218,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,286,128,541,625,336,21,,,3.83,0.51,Producer,Director,Writer,Actor,Additional Crew
103,27531,3.5,1118254894,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,625,695,378,389,255,69,,,2.76,0.65,Producer,Writer,Director,Actor,Additional Crew
103,27657,4.0,900956341,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,41,208,364,113,666,61,,,3.84,1.04,Director,Producer,Writer,Actor,Additional Crew
103,28125,5.0,1074446483,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,616,478,378,389,325,10,,,2.95,1.04,Director,Writer,Producer,Art Department,Animation Department
103,28435,3.0,1226625191,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,146,598,658,616,278,27,,,2.70,1.37,Producer,Writer,Director,Actor,Cinematographer
103,29272,5.0,835193831,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,6,150,92,246,132,28,,,4.04,0.84,Director,Producer,Writer,Animation Department,Actor
103,29499,4.0,969999151,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,494,197,73,307,4,100,,,3.88,1.13,Director,Writer,Producer,Actor,Additional Crew
103,29887,1.0,849274058,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,173,26,339,173,366,68,,,3.74,0.75,Director,Producer,Writer,Actor,Cinematographer
103,35,5.0,1164500071,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,477,146,616,325,660,24,,,3.67,1.17,Director,Producer,Writer,Actor,Additional Crew
103,3702,5.0,1285681514,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,650,624,268,372,643,8,,,4.06,0.68,Writer,Director,Producer,Additional Crew,Actor
103,3965,2.0,1106720602,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,453,612,41,465,378,65,,,2.61,1.25,Director,Producer,Writer,Additional Crew,Animation Department
103,4066,1.5,1388053687,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,223,495,612,318,356,63,,,2.80,1.20,Director,Producer,Writer,Actor,Animation Department
103,4290,4.5,1053797312,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,201,276,347,74,184,44,,,3.59,0.74,Director,Writer,Producer,Actor,Animation Department
103,523,4.0,1318878381,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,613,,,,,2,,,2.25,1.77,Director,Writer,Producer,,
103,5412,4.5,1090433826,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,97,286,,,,3,,,4.17,1.04,Director,Writer,Producer,Cinematographer,
103,5838,3.0,835690523,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,6,150,461,92,450,38,,,3.87,0.88,Producer,Director,Writer,Actor,Additional Crew
103,601,5.0,848680278,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,79,450,473,140,132,44,,,3.98,1.13,Producer,Director,Writer,Actor,Animation Department
103,6129,4.0,847323666,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,276,4,255,413,650,41,,,2.93,0.88,Producer,Actor,Writer,Director,
103,6150,3.5,1078421492,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,255,336,438,92,616,10,,,3.85,0.53,Director,Producer,Writer,Actor,Cinematographer
103,6366,3.0,979412500,0,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,244,286,318,140,97,26,,,3.62,1.30,Writer,Producer,Director,Actor,Cinematographer
103,6614,4.0,1105047574,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,206,526,473,573,559,8,,,3.12,0.88,Director,Producer,Writer,Actor,Additional Crew
103,7633,3.5,1169947154,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,625,4,555,461,223,76,,,3.54,0.92,Director,Writer,Producer,Actor,Additional Crew
103,7733,5.0,1369341317,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,150,650,,,,4,,,3.38,1.80,Writer,Producer,Director,,
103,7833,5.0,1107256202,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,453,473,555,349,623,20,,,3.48,1.06,Director,Producer,Writer,Actor,Editor
103,8537,4.0,847818329,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,181,691,79,555,450,40,,,4.00,0.88,Producer,Writer,Director,Actor,Animation Department
103,8644,4.0,987815027,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,614,255,616,344,496,50,,,3.48,1.22,Producer,Director,Writer,Actor,Cinematographer
103,9087,5.0,914973516,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,555,675,314,116,404,100,,,3.56,1.20,Producer,Director,Writer,Actor,Animation Department
103,9297,4.0,1290958625,1,1959-03-18,Writer,Producer,Director,5587,4.06,0.81,616,658,150,286,92,8,,,4.56,0.50,Producer,Writer,Director,Actor,
